51	19	54	49	7	60	51	60	26	25	42	62	56	51	47	24	60	54	13	25	49	30	47	21	34	56	26	29	33	17	32	45	28	57	47	44	61	2	25	38	19	26	59	49	49	5	40	45	19	28	13	46	53	62	62	17	39	59	30	50	38	39	37	58	4	30	60	57	24	40	47	44	40	42	29	47	58	36	31	37	52	36	54	58	61	27	32	1	56	17	23	18	56	42	27	36	52	60	61	17
51	29	26	41	41	61	58	60	28	23	46	62	49	51	47	26	60	57	10	25	50	31	35	21	25	56	55	30	21	32	57	50	18	57	34	53	61	16	10	48	19	26	22	37	28	21	40	41	20	44	43	58	47	37	57	0	53	57	13	14	40	20	10	53	1	57	20	49	61	27	53	44	0	42	0	45	62	54	57	19	47	36	37	4	56	32	58	33	58	25	45	20	33	51	60	34	50	56	18	37
36	6	0	30	28	41	0	22	54	38	54	36	2	39	24	40	30	45	35	17	17	38	23	28	10	36	18	0	49	30	3	20	19	9	56	16	0	26	11	49	18	6	39	17	39	61	24	17	61	6	0	0	19	0	0	27	18	54	46	29	20	12	49	40	0	11	24	0	3	16	55	51	5	24	39	43	32	14	38	42	25	43	32	42	4	8	5	4	34	2	31	5	35	26	33	26	58	39	15	27
26	62	0	13	38	8	6	9	13	13	45	39	31	11	36	56	27	11	40	6	9	3	56	37	41	11	34	42	59	31	4	38	62	12	43	5	2	1	27	6	3	35	24	32	33	58	14	57	61	1	1	32	25	1	37	59	3	52	51	11	33	39	32	0	12	34	48	4	6	52	46	60	5	6	48	58	1	14	37	56	18	36	36	56	4	32	28	37	1	31	32	14	24	27	10	1	57	36	26	27
33	33	21	0	31	32	11	11	33	33	12	59	13	0	45	2	2	62	59	18	30	31	46	62	34	27	57	43	9	39	44	52	6	57	34	22	60	37	59	34	46	30	36	29	48	54	58	18	35	13	8	3	60	62	10	48	14	30	47	38	3	6	7	11	39	11	56	47	2	0	0	59	5	33	33	22	21	15	0	27	52	8	53	0	38	29	58	53	16	21	47	17	34	49	18	4	54	40	14	47
41	37	53	58	49	49	51	29	53	19	27	30	59	55	21	37	25	10	32	26	52	61	17	29	36	23	43	23	44	44	60	26	17	43	25	51	8	12	32	43	23	44	30	49	45	7	52	46	13	23	53	43	52	28	32	15	25	49	31	62	54	57	13	32	62	46	39	34	25	54	9	44	6	61	9	39	62	39	7	46	55	36	26	52	49	52	34	55	59	25	43	61	52	10	23	5	30	62	32	37
12	18	39	3	23	16	54	53	46	54	29	46	16	7	22	13	4	2	62	41	61	19	21	7	31	3	50	37	54	62	43	55	8	41	50	60	17	60	62	43	61	29	46	25	62	7	57	46	13	24	53	54	52	25	62	31	32	50	30	51	53	49	53	32	41	28	41	35	62	55	49	36	46	61	21	58	22	61	52	24	40	59	14	43	60	52	62	55	53	48	9	44	59	19	45	3	48	2	39	31
27	61	15	1	52	16	1	60	46	21	56	4	59	9	27	22	6	19	3	47	23	56	31	12	58	38	49	20	9	23	7	42	7	41	41	36	6	15	62	16	53	18	15	62	12	54	35	18	34	51	55	13	24	36	7	51	50	28	21	59	6	37	29	30	41	28	47	38	33	36	49	11	5	31	21	10	11	38	44	24	54	14	59	62	48	19	56	50	5	54	62	50	29	18	35	48	4	53	39	9
12	3	3	3	23	60	4	60	7	46	28	46	47	61	6	36	57	2	7	36	12	55	17	22	30	55	1	31	2	5	32	8	5	23	58	58	9	43	25	11	14	53	62	37	15	11	35	53	22	38	47	53	44	37	62	18	2	21	30	58	47	46	55	22	41	57	34	15	51	19	41	36	52	43	14	23	48	52	48	37	35	36	61	61	38	52	56	55	57	62	60	34	58	19	62	25	45	48	32	17
48	5	18	28	25	9	17	45	6	30	37	46	28	49	27	50	9	7	8	38	24	10	51	22	40	37	39	39	15	21	42	21	50	9	51	57	0	53	59	3	5	54	24	46	12	3	41	12	19	47	18	41	17	14	56	60	23	53	13	11	42	27	56	41	17	37	62	7	59	13	57	50	53	55	34	32	61	23	28	33	0	36	57	29	62	22	32	1	44	2	18	31	42	56	43	1	14	62	8	10
47	27	17	43	12	4	41	62	47	21	50	43	28	48	55	14	20	14	44	56	44	51	52	60	53	52	53	3	56	4	9	17	29	9	6	48	9	46	45	5	8	61	10	6	56	16	60	7	5	50	14	60	16	49	9	6	56	23	11	2	10	46	38	1	6	41	19	30	47	14	3	6	26	21	3	38	62	53	46	31	44	1	9	57	38	25	57	14	24	57	22	1	5	32	36	9	43	52	25	62
57	27	18	28	24	31	47	39	30	16	4	42	28	59	8	51	61	8	58	38	44	52	54	35	50	55	50	3	15	4	51	24	9	53	19	60	9	23	60	24	50	6	53	28	16	18	60	49	16	33	16	44	15	60	62	60	32	28	33	6	46	45	37	60	37	62	34	29	51	15	46	50	30	62	35	15	62	13	28	51	9	3	32	62	39	25	41	42	50	57	10	52	23	47	43	16	46	46	42	62
44	59	32	46	29	57	38	19	43	36	17	22	21	20	44	9	40	23	18	21	26	52	1	33	1	5	58	4	35	3	13	61	51	2	4	24	12	50	46	58	41	16	8	2	2	10	11	3	12	56	21	19	24	62	25	51	62	10	42	1	10	1	34	1	26	6	8	29	50	11	5	15	26	3	3	25	8	15	26	24	38	15	9	31	10	35	57	16	37	51	62	44	17	61	50	57	20	15	38	60
23	28	13	15	43	27	54	4	46	47	31	37	51	37	27	13	53	16	61	41	61	19	43	23	31	43	6	35	24	62	55	37	20	45	54	37	27	45	62	5	12	53	5	45	62	56	62	25	38	38	26	49	58	36	22	10	35	57	25	4	52	54	32	58	9	57	30	41	33	38	56	46	60	58	3	37	32	53	46	50	43	53	17	62	58	60	54	55	50	54	13	54	49	30	43	48	56	47	37	31
51	19	11	9	56	61	20	53	27	24	28	62	12	51	4	22	4	21	11	25	58	20	21	21	43	3	32	21	62	23	50	37	15	24	46	56	2	33	13	54	47	2	54	62	22	52	40	16	44	19	20	36	34	50	55	0	25	41	30	30	27	61	11	25	12	27	25	41	29	43	57	35	0	47	0	57	18	6	24	53	16	57	57	50	56	31	62	51	32	27	57	60	57	23	33	48	29	62	51	37
26	62	47	13	6	8	6	9	13	55	43	39	31	16	36	50	36	37	40	18	38	12	7	17	8	11	43	43	8	31	22	31	16	31	48	56	19	29	2	42	24	8	12	51	27	58	14	13	34	1	1	34	59	15	24	10	0	54	4	10	16	11	38	40	28	50	11	21	6	3	61	24	12	13	27	52	1	53	61	32	18	36	58	61	9	39	25	34	1	33	44	23	32	45	7	37	53	9	25	10
22	0	0	60	42	17	0	23	0	0	35	47	58	33	45	2	2	59	7	0	12	60	19	28	14	35	62	44	49	16	45	43	54	58	0	38	57	2	0	49	24	22	59	40	26	1	16	24	58	10	6	21	59	47	46	62	21	59	45	54	0	11	8	47	60	2	55	1	40	19	15	21	5	14	39	51	52	62	5	4	20	33	37	0	12	33	40	26	59	31	37	11	33	48	0	46	58	12	0	25
31	61	53	25	3	62	22	3	4	58	28	9	0	60	13	43	27	62	12	10	36	61	19	46	42	25	41	36	45	14	4	41	5	28	42	13	60	43	42	5	12	49	52	45	48	39	62	27	57	22	60	39	41	28	62	40	15	56	52	54	61	59	51	13	30	33	60	0	12	38	46	62	45	58	36	49	55	12	43	14	58	55	35	4	17	44	39	29	61	35	40	47	61	30	10	58	56	48	59	25
17	26	5	7	44	4	7	36	40	44	8	45	49	51	6	58	50	8	57	38	23	41	37	22	30	51	26	39	1	1	42	57	15	16	42	39	61	62	4	60	48	6	33	62	10	20	13	60	10	48	8	4	15	1	37	2	55	59	13	0	8	3	14	23	5	28	29	61	62	15	59	31	52	42	32	3	3	5	47	21	16	0	43	4	56	22	32	18	4	23	62	32	59	51	40	5	52	56	18	36
58	24	0	23	24	7	0	39	53	19	40	16	11	11	51	2	3	6	59	28	13	58	40	42	37	11	43	52	59	36	23	45	4	59	47	32	23	41	60	5	12	49	51	45	34	57	58	29	61	8	35	30	0	6	54	26	19	19	54	47	47	46	9	50	0	24	48	39	2	0	61	3	4	0	9	50	53	39	7	39	35	1	53	62	46	0	3	2	47	21	43	25	52	48	27	5	58	60	45	49
38	28	24	36	22	26	23	61	7	47	4	10	29	36	12	4	20	4	44	43	26	8	27	43	19	55	6	22	23	56	52	7	9	44	19	26	12	19	62	36	15	51	2	50	55	27	4	3	43	33	55	56	21	36	62	1	32	26	1	45	52	46	55	5	43	45	13	5	28	10	4	54	1	16	3	6	39	9	15	31	41	10	55	35	37	46	30	19	25	3	14	59	14	59	61	52	58	4	5	34
19	38	39	3	45	25	41	36	17	32	23	18	38	30	18	18	38	44	19	56	44	52	15	60	20	47	15	17	36	10	8	32	52	55	32	45	38	48	56	29	43	15	37	62	52	18	5	5	12	62	19	53	34	54	43	60	45	30	32	53	4	30	4	12	29	60	34	9	51	39	5	45	37	17	3	38	27	35	23	41	43	11	55	10	39	35	46	20	22	57	10	56	16	6	47	48	7	52	41	9
53	11	30	54	11	20	58	8	3	48	39	15	37	24	40	47	10	34	16	58	23	41	19	10	58	10	26	6	31	24	56	57	49	41	60	51	52	23	30	46	29	46	31	14	22	7	51	46	13	61	54	6	43	40	14	19	61	29	32	62	19	33	36	42	29	61	41	55	27	30	16	51	49	43	43	28	24	49	47	19	58	4	32	27	37	52	62	55	7	44	4	46	33	7	45	5	41	30	6	21
32	4	22	38	5	5	62	58	23	12	34	28	43	22	9	31	16	32	28	60	8	37	59	55	10	10	6	57	22	24	19	23	57	55	17	60	25	10	59	25	57	26	36	15	18	7	6	36	13	60	41	17	43	25	42	46	34	29	32	55	5	46	4	9	54	7	5	54	59	61	33	57	62	54	52	6	24	26	19	61	59	11	45	14	30	1	1	59	6	48	36	53	9	49	43	22	38	5	43	24
42	47	61	45	21	51	46	29	30	26	42	55	33	55	4	38	4	19	39	48	42	23	21	56	54	55	22	24	5	42	52	52	13	62	19	17	60	10	43	43	49	26	29	30	13	45	40	16	46	33	13	50	0	52	53	23	32	20	33	62	49	46	62	30	38	46	25	53	34	29	49	44	31	61	17	6	14	19	32	53	6	9	2	52	38	10	7	6	62	17	9	39	55	42	49	33	61	62	62	36
42	54	62	45	1	1	46	43	59	3	47	10	62	26	11	17	15	18	21	57	58	22	20	50	36	14	22	59	50	48	54	0	58	20	51	46	49	10	22	46	28	58	28	12	11	51	46	41	49	37	49	11	28	9	6	60	60	41	15	15	27	61	46	55	48	53	44	36	34	42	30	60	14	36	54	46	60	50	24	56	19	58	30	24	40	31	62	55	58	42	10	23	30	22	43	19	22	26	6	59
11	19	0	47	27	61	0	2	27	24	47	35	25	11	25	25	31	62	11	30	58	22	22	47	35	22	41	20	8	26	3	16	12	62	61	15	60	57	33	14	51	10	51	28	48	53	62	41	51	16	14	30	30	52	61	51	20	31	48	60	50	45	32	50	6	54	23	0	17	39	53	39	20	34	45	23	32	4	28	42	57	52	33	53	38	27	61	1	54	32	47	55	27	55	19	60	58	46	59	49
51	19	26	56	54	61	50	53	26	22	28	62	61	3	7	25	31	57	11	33	19	58	29	6	38	21	62	21	62	39	50	49	15	20	58	46	62	30	13	40	52	11	53	62	49	38	44	55	34	19	10	36	5	1	17	38	37	59	27	12	17	22	35	25	39	30	14	43	29	3	61	31	5	36	27	57	9	52	62	32	30	42	43	61	56	28	2	33	32	26	57	46	41	37	13	35	53	62	13	0
52	15	61	16	58	24	12	18	11	11	17	19	19	19	28	10	40	20	20	4	46	57	4	25	21	47	22	3	37	4	12	11	59	35	2	20	27	10	15	21	58	6	16	3	3	48	6	41	56	42	12	15	11	62	43	18	57	31	8	46	27	46	10	40	29	3	2	19	39	3	30	13	9	22	9	32	32	56	57	32	7	4	2	7	36	25	4	54	6	47	7	49	4	3	43	62	38	20	22	53
41	49	7	47	16	17	56	29	15	19	27	23	13	10	21	37	22	34	32	30	37	61	19	38	28	25	34	8	45	30	27	55	60	41	36	41	11	34	23	20	23	2	13	18	32	39	27	58	8	23	25	43	35	39	32	13	47	59	56	7	4	31	5	7	62	24	22	11	17	54	51	62	46	36	61	58	27	12	28	34	19	43	32	53	49	35	41	25	19	1	5	60	33	6	4	48	30	45	36	31
32	52	25	51	48	1	41	1	43	62	17	22	17	32	16	48	42	27	23	8	6	8	13	33	18	5	6	7	4	53	13	14	1	54	4	23	40	46	45	10	8	3	9	6	52	28	13	0	37	31	11	7	9	56	5	57	22	6	10	6	31	36	53	15	2	9	46	19	28	50	28	2	24	35	3	41	60	44	23	8	44	11	16	28	18	4	35	12	17	6	8	7	23	13	44	9	7	32	47	6
17	27	5	7	23	43	37	60	5	44	7	42	44	48	8	12	52	7	59	56	6	5	44	13	18	39	52	39	38	21	38	28	31	36	9	60	48	60	58	47	61	6	10	26	56	5	43	44	21	49	27	1	15	54	23	12	55	48	23	48	51	51	46	22	14	53	41	56	57	15	11	46	53	60	3	32	60	53	46	49	38	37	62	58	40	22	62	55	35	49	13	23	50	5	36	49	43	9	57	11
39	53	35	59	51	33	61	25	41	2	28	59	34	18	2	2	18	35	52	46	22	59	19	41	37	44	62	45	21	39	49	51	14	59	30	12	60	30	31	37	52	42	20	62	27	47	23	35	62	7	52	61	52	48	60	41	15	58	54	48	55	7	33	50	11	23	24	62	20	57	62	20	33	61	58	59	42	52	51	46	52	46	25	61	50	52	12	52	35	35	56	54	33	8	16	3	27	37	20	17
52	40	61	16	5	13	12	42	11	11	17	22	19	29	28	3	5	4	4	62	6	8	20	14	62	5	24	14	18	48	13	14	2	34	4	17	40	5	15	7	9	35	50	47	5	28	11	7	52	62	11	2	53	54	4	55	22	3	42	2	42	43	17	15	16	4	3	30	28	1	5	19	53	16	37	9	61	53	44	31	10	26	2	12	27	17	27	20	9	60	12	26	14	9	61	37	2	29	25	2
36	10	19	44	28	39	6	29	25	34	54	40	42	58	0	60	62	47	32	28	38	29	58	37	41	28	16	40	20	31	0	32	12	12	33	19	45	29	12	31	23	26	56	47	40	58	21	22	61	14	13	44	46	54	24	54	16	24	58	49	58	28	30	39	62	25	22	14	18	18	56	55	38	55	38	49	55	8	16	41	51	2	28	51	38	37	15	30	59	35	46	54	29	30	5	44	58	46	25	50
50	42	48	3	33	20	57	40	17	53	42	43	51	46	17	47	45	25	25	20	40	54	35	2	20	46	52	50	52	6	55	20	41	41	51	25	53	18	49	23	37	27	46	34	61	8	3	2	15	41	28	12	1	13	48	44	41	61	39	25	2	2	2	3	48	28	33	56	62	26	31	41	60	17	3	40	14	34	23	27	37	57	10	6	53	38	17	18	15	48	61	17	16	32	47	45	26	4	6	22
47	29	39	46	12	12	38	12	22	21	10	27	7	48	54	57	6	23	3	56	44	52	38	24	48	52	48	4	54	60	39	29	60	28	57	23	38	59	46	9	9	52	10	53	56	14	5	5	9	38	18	53	54	52	34	55	45	36	25	26	51	30	24	60	14	40	19	29	46	33	5	4	25	3	3	38	62	59	46	28	38	18	9	37	58	43	25	15	24	51	60	61	17	27	47	62	43	52	52	35
36	6	0	44	57	17	0	22	54	50	57	40	49	17	0	62	30	21	32	17	22	40	17	27	33	28	28	0	60	35	44	43	11	12	62	5	35	36	18	49	5	54	16	58	29	48	17	40	62	10	14	29	59	60	29	25	18	40	3	42	15	4	31	45	60	49	50	3	40	20	57	48	5	0	39	14	1	20	12	61	52	34	45	52	3	33	4	30	47	31	53	54	48	26	5	17	27	41	5	49
51	56	57	19	41	47	14	52	28	23	45	61	7	14	38	42	60	3	61	25	1	1	1	1	1	23	33	4	55	3	7	24	3	49	42	29	21	58	46	16	36	12	10	62	56	60	40	29	42	44	31	32	31	60	52	51	46	60	24	58	51	40	32	59	15	38	60	24	35	61	56	13	5	6	53	23	32	54	57	44	42	20	62	57	60	56	2	51	47	28	32	55	39	24	19	62	43	58	51	42
59	33	47	27	2	2	10	49	2	2	12	0	50	16	45	2	36	58	6	46	13	40	19	62	39	0	56	43	58	14	23	45	24	37	47	56	57	31	11	20	19	30	59	40	30	1	20	42	57	10	39	33	23	6	10	1	21	54	1	29	12	0	52	4	1	24	13	37	4	4	0	42	1	25	36	49	52	4	9	32	24	54	38	34	1	32	41	33	1	9	40	3	6	29	52	5	58	0	0	13
52	15	5	34	62	14	12	13	11	11	17	19	19	22	28	10	15	29	42	4	57	5	60	13	49	5	21	10	37	21	12	11	58	9	2	52	29	4	39	6	4	36	22	61	51	10	11	48	30	53	57	19	17	8	45	51	60	42	38	61	42	50	50	33	48	7	4	32	46	17	30	13	59	10	15	3	3	54	57	44	4	20	2	12	28	22	2	54	40	60	61	12	21	22	43	51	38	21	27	60
5	27	6	13	60	48	6	9	35	35	45	39	27	8	30	42	3	37	3	32	53	1	38	1	48	25	16	3	15	4	3	24	3	15	30	29	16	20	56	34	41	6	10	41	54	31	60	29	62	22	62	30	15	47	18	25	16	10	55	49	26	46	61	40	41	25	11	40	18	15	59	3	13	5	3	60	57	54	62	32	42	18	4	62	46	25	40	54	47	32	4	58	32	44	3	43	27	46	46	29
51	19	26	58	7	61	25	60	57	25	28	62	53	51	47	24	60	62	43	42	52	61	17	21	26	24	55	24	10	34	52	28	5	23	33	41	60	45	42	10	32	51	18	43	28	4	27	31	29	36	38	40	18	3	62	19	32	5	30	62	11	19	11	14	31	52	60	37	60	57	22	44	6	41	9	18	47	36	20	35	51	61	34	58	26	5	50	3	59	16	56	3	6	8	56	22	50	62	20	37
62	43	24	36	11	6	42	26	20	60	36	54	14	6	17	19	38	17	19	21	45	14	25	61	53	12	54	15	8	62	7	31	51	24	51	26	4	50	45	17	60	19	8	10	55	61	4	3	43	41	17	19	1	56	5	51	33	58	16	2	5	35	6	11	51	40	19	0	39	11	4	27	13	15	3	22	24	15	40	29	38	42	15	16	50	44	10	14	22	46	60	53	10	49	44	45	12	3	6	7
52	1	62	45	39	56	46	1	9	9	33	1	24	22	57	48	41	19	20	57	51	36	36	54	44	5	22	54	50	42	17	15	42	57	24	11	20	10	18	29	20	15	32	12	11	43	56	41	50	59	20	9	5	62	38	9	23	59	38	22	27	34	24	46	49	48	14	22	34	25	32	18	15	40	46	37	62	5	47	18	33	27	46	19	16	56	7	40	40	40	59	22	42	34	43	5	32	20	53	59
21	58	14	39	5	1	59	14	31	39	32	51	24	22	11	1	16	45	29	61	17	29	55	49	41	7	29	57	3	36	35	15	39	51	17	49	36	13	38	14	26	12	27	60	37	4	11	60	25	45	16	8	29	58	50	61	61	7	42	62	42	46	32	59	54	7	8	14	12	61	45	5	39	36	60	26	60	48	24	51	62	20	37	8	36	56	43	60	39	21	33	14	21	0	60	47	44	20	3	58
9	8	57	38	15	55	14	42	21	42	44	5	31	5	5	32	21	47	27	19	24	46	59	48	41	18	28	15	28	57	6	35	26	47	60	32	14	7	62	17	61	40	10	11	58	37	39	55	41	19	52	11	40	41	7	60	59	59	55	31	58	43	29	59	23	36	60	5	34	61	30	44	43	36	3	12	57	57	44	61	46	58	7	10	54	13	28	55	29	33	27	61	29	43	17	24	9	21	5	7
36	34	37	44	9	30	10	29	16	49	44	40	8	58	36	49	2	52	7	0	59	12	49	28	8	27	43	52	59	18	3	17	18	15	31	38	21	2	0	30	19	33	60	37	44	52	21	39	48	11	59	34	23	32	46	62	16	54	43	16	15	10	61	24	58	25	49	41	6	61	61	2	5	29	16	20	22	54	62	21	20	36	40	44	1	52	53	43	55	32	39	34	29	40	60	57	54	39	46	49
46	37	52	47	57	49	43	22	24	19	58	9	62	52	0	40	28	59	38	28	37	62	20	46	60	21	25	36	27	44	48	47	17	61	59	32	3	36	62	31	38	59	10	51	27	50	36	22	61	5	31	42	38	56	28	10	9	59	53	57	48	53	56	50	59	49	22	7	25	55	47	52	43	36	27	51	39	52	7	59	61	36	51	61	49	54	29	62	44	1	49	61	38	38	22	39	57	46	8	16
51	27	23	39	41	48	16	45	28	23	44	61	27	51	23	49	4	45	13	42	17	47	56	21	41	37	52	3	15	4	41	18	29	53	27	50	60	33	43	14	53	7	17	28	23	4	59	60	27	44	16	55	15	58	62	60	58	22	20	62	17	46	33	29	44	29	41	57	61	12	61	44	35	62	33	50	7	55	46	23	62	56	28	62	44	25	39	56	32	28	27	12	24	21	32	44	52	62	59	39
51	18	9	35	41	10	9	15	17	29	23	62	38	14	27	49	60	55	61	42	61	19	29	21	31	51	41	25	6	62	55	44	48	45	32	60	60	53	57	11	32	50	7	36	59	49	52	37	37	44	26	49	49	18	61	51	46	45	23	38	60	24	61	58	53	57	60	62	34	0	48	44	33	52	3	21	60	50	15	46	38	36	55	6	38	52	51	55	53	27	43	25	29	41	59	43	20	13	61	38
16	4	43	28	5	5	62	57	23	12	16	29	17	22	5	48	32	24	53	61	32	44	5	10	7	10	14	59	2	24	47	13	45	48	24	3	25	3	3	11	34	47	2	48	19	20	8	62	10	59	53	2	14	19	30	46	61	17	10	62	52	26	10	41	55	7	9	7	62	49	30	19	9	55	9	44	30	13	31	39	34	2	36	16	36	11	27	6	7	16	16	5	35	42	45	47	40	30	6	19
10	60	30	29	41	42	21	60	28	23	5	62	12	51	50	23	50	6	57	42	18	21	8	21	38	39	32	30	44	24	42	57	5	61	42	51	9	59	43	11	8	3	30	56	23	12	35	45	6	44	18	38	7	62	14	50	37	18	10	62	38	46	39	58	6	55	44	18	45	39	17	9	23	44	58	47	58	24	43	37	57	2	47	4	39	5	32	0	58	21	50	41	24	42	10	5	49	62	29	17
16	40	43	28	5	46	48	5	51	59	34	29	19	1	40	48	42	42	49	12	9	24	53	10	12	5	14	57	54	24	20	14	56	27	12	60	28	4	48	61	12	1	13	42	21	7	32	46	13	42	33	16	50	25	36	41	57	35	61	23	52	47	44	59	51	7	5	28	52	52	38	57	28	54	52	35	36	13	31	42	47	30	35	7	35	43	47	28	7	61	7	56	45	48	43	62	42	3	37	23
4	38	50	8	36	10	9	15	17	3	39	14	16	6	13	32	14	34	22	24	33	35	36	11	25	8	37	56	29	62	9	56	48	38	60	43	53	40	62	3	3	61	2	47	60	21	48	62	13	18	18	46	48	15	7	35	33	0	35	0	26	32	27	54	21	13	20	50	59	27	39	27	50	57	46	9	34	60	8	42	39	36	4	18	54	15	36	33	30	25	2	28	26	53	2	1	9	53	6	6
52	59	61	16	62	58	12	5	11	11	17	22	19	22	28	48	42	1	19	14	47	14	58	24	23	5	22	7	5	42	47	60	1	32	16	20	13	10	17	38	27	28	38	15	17	59	2	13	46	56	20	19	57	54	41	21	2	10	42	21	31	31	31	60	2	3	2	19	10	46	38	15	23	6	22	41	12	46	16	38	12	15	2	12	28	44	32	27	43	47	6	60	14	28	44	14	32	28	48	0
41	57	56	6	16	41	5	31	15	51	44	35	8	42	3	5	19	47	7	29	7	28	23	47	8	23	26	24	14	20	3	5	16	6	27	39	61	38	8	41	44	39	31	62	45	5	37	52	23	25	32	44	56	21	46	13	48	59	7	19	5	33	5	6	61	25	60	50	59	49	22	51	36	41	56	4	5	55	61	35	47	42	34	2	56	30	30	36	18	32	5	33	53	11	2	38	23	46	20	15
47	13	18	62	12	47	47	46	48	21	10	46	46	51	29	50	6	2	3	54	38	41	56	22	58	55	39	32	35	24	43	37	5	45	50	52	9	23	43	43	53	26	51	24	18	3	45	12	6	51	60	51	18	34	62	54	2	18	8	57	42	46	45	29	41	26	62	18	50	61	61	7	23	55	33	36	9	23	36	53	54	2	53	61	38	9	61	2	32	18	60	41	58	48	34	35	52	62	30	12
